ds,y
2011/11/30,6613
2011/12/1,5688
2011/12/2,7630
2011/12/3,6931
2011/12/4,16326
2011/12/5,13893
2011/12/6,7393
2011/12/7,8282
2011/12/8,9042
2011/12/9,7127
2011/12/10,4369
2011/12/11,10222
2011/12/12,19013
2011/12/13,6954
2011/12/14,5082
2011/12/15,5367
2011/12/16,4844
2011/12/17,3604
2011/12/18,13318
2011/12/19,12872
2011/12/20,6929
2011/12/21,4286
2011/12/22,5463
2011/12/23,725
2011/12/26,2071
2011/12/27,10392
2011/12/28,7192
2011/12/29,5980
2011/12/30,4693
2011/12/31,3445
2012/1/1,8746
2012/1/2,28133
2012/1/3,19116
2012/1/4,9775
2012/1/5,6390
2012/1/6,4923
2012/1/7,5740
2012/1/8,22900
2012/1/9,12892
2012/1/10,7888
2012/1/11,7751
2012/1/12,7476
2012/1/13,6163
2012/1/14,6243
2012/1/15,28623
2012/1/16,38929
2012/1/17,14203
2012/1/18,14824
2012/1/19,24007
2012/1/20,16788
2012/1/21,12235
2012/1/22,18837
2012/1/23,106104
2012/1/24,29194
2012/1/25,26102
2012/1/26,16041
2012/1/27,19841
2012/1/28,11805
2012/1/29,14504
2012/1/30,30991
2012/1/31,30760
2012/2/1,27398
2012/2/2,16883
2012/2/3,26568
2012/2/4,19704
2012/2/5,64543
2012/2/6,319190
2012/2/7,55531
2012/2/8,26411
2012/2/9,19214
2012/2/10,20450
2012/2/11,12107
2012/2/12,11321
2012/2/13,9391
2012/2/14,7435
2012/2/15,9703
2012/2/16,8580
2012/2/17,6080
2012/2/18,4461
2012/2/19,4003
2012/2/20,9099
2012/2/21,7720
2012/2/22,4236
2012/2/23,5732
2012/2/24,5670
2012/2/25,6101
2012/2/26,4294
2012/2/27,4332
2012/2/28,5000
2012/2/29,4098
2012/3/1,4427
2012/3/2,4117
2012/3/3,3811
2012/3/4,5608
2012/3/5,4067
2012/3/6,4596
2012/3/7,114100
2012/3/8,86102
2012/3/9,44044
2012/3/10,30773
2012/3/11,21722
2012/3/12,29205
2012/3/13,26752
2012/3/14,24233
2012/3/15,25511
2012/3/16,25359
2012/3/17,27161
2012/3/18,22781
2012/3/19,65045
2012/3/20,71288
2012/3/21,48016
2012/3/22,20900
2012/3/23,11802
2012/3/24,8085
2012/3/25,6856
2012/3/26,7319
2012/3/27,6404
2012/3/28,5121
2012/3/29,4430
2012/3/30,4074
2012/3/31,4193
2012/4/1,3395
2012/4/2,4265
2012/4/3,4254
2012/4/4,3575
2012/4/5,3326
2012/4/6,3180
2012/4/7,2498
2012/4/8,2578
2012/4/9,3300
2012/4/10,3263
2012/4/11,2951
2012/4/12,3291
2012/4/13,5732
2012/4/14,3106
2012/4/15,3133
2012/4/16,3720
2012/4/17,3536
2012/4/18,4169
2012/4/19,3853
2012/4/20,3158
2012/4/21,2226
2012/4/22,2744
2012/4/23,3867
2012/4/24,3976
2012/4/25,4310
2012/4/26,5617
2012/4/27,10641
2012/4/28,5858
2012/4/29,4834
2012/5/1,3540
2012/5/2,3665
2012/5/3,3601
2012/5/4,3074
2012/5/5,3149
2012/5/6,9463
2012/5/7,6859
2012/5/8,4229
2012/5/9,3581
2012/5/10,2854
2012/5/11,2616
2012/5/12,2229
2012/5/13,2488
2012/5/14,2521
2012/5/15,2662
2012/5/16,3096
2012/5/17,2843
2012/5/18,2363
2012/5/19,1769
2012/5/20,1880
2012/5/21,2975
2012/5/22,4063
2012/5/23,3068
2012/5/24,2417
2012/5/25,2349
2012/5/26,1766
2012/5/27,2079
2012/5/28,2113
2012/5/29,2489
2012/5/30,2474
2012/5/31,2953
2012/6/1,2472
2012/6/2,2117
2012/6/3,2196
2012/6/4,2544
2012/6/5,2789
2012/6/6,2103
2012/6/7,2261
2012/6/8,2644
2012/6/9,2810
2012/6/10,2342
2012/6/11,2066
2012/6/12,2562
2012/6/13,2690
2012/6/14,2258
2012/6/15,2236
2012/6/16,1881
2012/6/17,2729
2012/6/18,2444
2012/6/19,4453
2012/6/20,3574
2012/6/21,2599
2012/6/22,2763
2012/6/23,1933
2012/6/24,1843
2012/6/25,2098
2012/6/26,2370
2012/6/27,2018
2012/6/28,1982
2012/6/29,1880
2012/6/30,1549
2012/7/1,1743
2012/7/2,1835
2012/7/3,2085
2012/7/4,2156
2012/7/5,1916
2012/7/6,2184
2012/7/7,2011
2012/7/8,1963
2012/7/9,2303
2012/7/10,2398
2012/7/11,3000
2012/7/12,5716
2012/7/13,4463
2012/7/14,4381
2012/7/15,3066
2012/7/16,2858
2012/7/17,2967
2012/7/18,2958
2012/7/19,2796
2012/7/20,2945
2012/7/21,2401
2012/7/22,2462
2012/7/23,3144
2012/7/24,2910
2012/7/25,3369
2012/7/26,5218
2012/7/27,7536
2012/7/28,3967
2012/7/29,3960
2012/7/30,3510
2012/7/31,2736
2012/8/1,2603
2012/8/2,3204
2012/8/3,3230
2012/8/4,3364
2012/8/5,3338
2012/8/6,3444
2012/8/7,3180
2012/8/8,2821
2012/8/9,3795
2012/8/10,8163
2012/8/11,5781
2012/8/12,6638
2012/8/13,4334
2012/8/14,5240
2012/8/15,4378
2012/8/16,3383
2012/8/17,4406
2012/8/18,4168
2012/8/19,7539
2012/8/20,8168
2012/8/21,4351
2012/8/22,3653
2012/8/23,4384
2012/8/24,4069
2012/8/25,6257
2012/8/26,12619
2012/8/27,9376
2012/8/28,5375
2012/8/29,4745
2012/8/30,4298
2012/8/31,5247
2012/9/1,4781
2012/9/2,7836
2012/9/3,5219
2012/9/4,4765
2012/9/5,6272
2012/9/6,22333
2012/9/7,5950
2012/9/8,6509
2012/9/9,18751
2012/9/10,110740
2012/9/11,15194
2012/9/12,6522
2012/9/13,5891
2012/9/14,8111
2012/9/15,6287
2012/9/16,18165
2012/9/17,14953
2012/9/18,39819
2012/9/19,6345
2012/9/20,5222
2012/9/21,12151
2012/9/22,4713
2012/9/23,14039
2012/9/24,14854
2012/9/25,5868
2012/9/26,3537
2012/9/27,3795
2012/9/28,4969
2012/9/29,4120
2012/9/30,10501
2012/10/1,18952
2012/10/2,6858
2012/10/3,4904
2012/10/4,5620
2012/10/5,8453
2012/10/6,5167
2012/10/7,18363
2012/10/8,19972
2012/10/9,7453
2012/10/10,4155
2012/10/11,3777
2012/10/12,4455
2012/10/13,3796
2012/10/14,8397
2012/10/15,8992
2012/10/16,50622
2012/10/17,6495
2012/10/18,4818
2012/10/19,4863
2012/10/20,3830
2012/10/21,13953
2012/10/22,8930
2012/10/23,5822
2012/10/24,4227
2012/10/25,4191
2012/10/26,4889
2012/10/27,5081
2012/10/28,10095
2012/10/29,34348
2012/10/30,7165
2012/10/31,5895
2012/11/1,4906
2012/11/2,5263
2012/11/3,4716
2012/11/4,16617
2012/11/5,16107
2012/11/6,6837
2012/11/7,4394
2012/11/8,4907
2012/11/9,6955
2012/11/10,3948
2012/11/11,10561
2012/11/12,9061
2012/11/13,6044
2012/11/14,4154
2012/11/15,4301
2012/11/16,3932
2012/11/17,3393
2012/11/18,9693
2012/11/19,16084
2012/11/20,5740
2012/11/21,4002
2012/11/22,5723
2012/11/23,7553
2012/11/24,4429
2012/11/25,12933
2012/11/26,19728
2012/11/27,6969
2012/11/28,5510
2012/11/29,4825
2012/11/30,6305
2012/12/1,5731
2012/12/2,11479
2012/12/3,15944
2012/12/4,15412
2012/12/5,6179
2012/12/6,6496
2012/12/7,21175
2012/12/8,6234
2012/12/9,10432
2012/12/10,10575
2012/12/11,12423
2012/12/12,6588
2012/12/13,6021
2012/12/14,4626
2012/12/15,3988
2012/12/16,11084
2012/12/17,11475
2012/12/18,6578
2012/12/19,5009
2012/12/20,4505
2012/12/21,4011
2012/12/22,3687
2012/12/23,10473
2012/12/24,15557
2012/12/25,5639
2012/12/26,5474
2012/12/27,7827
2012/12/28,5906
2012/12/29,5078
2012/12/30,13229
2012/12/31,25409
2013/1/1,9060
2013/1/2,8822
2013/1/3,8562
2013/1/4,11342
2013/1/5,10297
2013/1/6,25153
2013/1/7,13243
2013/1/8,9066
2013/1/9,8635
2013/1/10,7887
2013/1/11,9372
2013/1/12,37868
2013/1/13,99461
2013/1/14,26720
2013/1/15,10721
2013/1/16,6949
2013/1/17,6202
2013/1/18,5739
2013/1/19,4696
2013/1/20,7814
2013/1/21,22496
2013/1/22,8149
2013/1/23,7051
2013/1/24,5352
2013/1/25,5096
2013/1/26,4715
2013/1/27,5087
2013/1/28,24446
2013/1/29,5714
2013/1/30,4975
2013/1/31,4844
2013/2/1,5313
2013/2/2,5166
2013/2/3,14857
2013/2/4,22611
2013/2/5,7117
2013/2/6,5054
2013/2/7,4374
2013/2/8,3644
2013/2/9,3271
2013/2/10,3099
2013/2/11,3250
2013/2/12,3092
2013/2/13,2908
2013/2/14,2547
2013/2/15,2680
2013/2/16,2484
2013/2/17,2497
2013/2/18,2885
2013/2/19,3001
2013/2/20,2728
2013/2/21,2570
2013/2/22,2623
2013/2/23,2330
2013/2/24,2171
2013/2/25,2550
2013/2/26,3610
2013/2/27,2917
2013/2/28,2761
2013/3/1,2621
2013/3/2,2307
2013/3/3,2389
2013/3/4,2528
2013/3/5,2536
2013/3/6,2556
2013/3/7,2753
2013/3/8,2340
2013/3/9,1971
2013/3/10,1835
2013/3/11,2340
2013/3/12,2449
2013/3/13,3226
2013/3/14,4362
2013/3/15,3179
2013/3/16,2573
2013/3/17,2708
2013/3/18,2552
2013/3/19,2669
2013/3/20,3735
2013/3/21,5119
2013/3/22,3039
2013/3/23,2518
2013/3/24,4597
2013/3/25,3282
2013/3/26,2608
2013/3/27,2390
2013/3/28,2377
2013/3/29,2375
2013/3/30,2364
2013/3/31,1774
2013/4/1,2307
2013/4/2,1991
2013/4/3,2166
2013/4/4,1879
2013/4/5,1720
2013/4/6,1708
2013/4/7,1898
2013/4/8,2081
2013/4/9,2157
2013/4/10,1934
2013/4/11,3219
2013/4/12,2211
2013/4/13,1585
2013/4/14,1582
2013/4/15,1784
2013/4/16,1947
2013/4/17,1937
2013/4/18,2079
2013/4/19,2574
2013/4/20,1498
2013/4/21,1875
2013/4/22,2170
2013/4/23,2280
2013/4/24,3017
2013/4/25,2923
2013/4/26,3538
2013/4/27,2916
2013/4/28,2428
2013/4/29,4041
2013/4/30,3154
2013/5/1,2387
2013/5/2,3748
2013/5/3,2699
2013/5/4,1740
2013/5/5,1899
2013/5/6,2482
2013/5/7,2258
2013/5/8,2243
2013/5/9,2267
2013/5/10,1962
2013/5/11,1430
2013/5/12,1482
2013/5/13,1762
2013/5/14,1976
2013/5/15,2020
2013/5/16,2096
2013/5/17,2002
2013/5/18,1414
2013/5/19,1313
2013/5/20,1599
2013/5/21,1949
2013/5/22,1821
2013/5/23,1970
2013/5/24,1648
2013/5/25,1131
2013/5/26,1275
2013/5/27,1414
2013/5/28,1721
2013/5/29,1903
2013/5/30,2025
2013/5/31,1681
2013/6/1,1557
2013/6/2,1463
2013/6/3,1694
2013/6/4,1877
2013/6/5,1560
2013/6/6,1454
2013/6/7,1485
2013/6/8,1471
2013/6/9,1380
2013/6/10,1949
2013/6/11,2905
2013/6/12,2030
2013/6/13,1762
2013/6/14,1532
2013/6/15,1509
2013/6/16,1644
2013/6/17,1677
2013/6/18,1755
2013/6/19,1584
2013/6/20,1457
2013/6/21,1519
2013/6/22,1467
2013/6/23,1328
2013/6/24,1465
2013/6/25,1529
2013/6/26,1629
2013/6/27,1934
2013/6/28,2041
2013/6/29,1435
2013/6/30,1436
2013/7/1,1492
2013/7/2,1453
2013/7/3,1512
2013/7/4,1830
2013/7/5,1809
2013/7/6,1228
2013/7/7,1264
2013/7/8,1516
2013/7/9,1684
2013/7/10,1861
2013/7/11,1669
2013/7/12,1760
2013/7/13,1537
2013/7/14,1563
2013/7/15,1964
2013/7/16,2051
2013/7/17,2344
2013/7/18,2809
2013/7/19,1980
2013/7/20,1666
2013/7/21,1655
2013/7/22,1994
2013/7/24,762
2013/7/25,2095
2013/7/26,2509
2013/7/27,2067
2013/7/28,5066
2013/7/29,5062
2013/7/30,2569
2013/7/31,2430
2013/8/1,1963
2013/8/2,1701
2013/8/3,2077
2013/8/4,1858
2013/8/5,2264
2013/8/6,2734
2013/8/7,5765
2013/8/8,4007
2013/8/9,3403
2013/8/10,2767
2013/8/11,2511
2013/8/12,2551
2013/8/13,2385
2013/8/14,2361
2013/8/15,2416
2013/8/16,2195
2013/8/17,2243
2013/8/18,3473
2013/8/19,3839
2013/8/20,2811
2013/8/21,2464
2013/8/22,2488
2013/8/23,2471
2013/8/24,1892
2013/8/25,4790
2013/8/26,2421
2013/8/27,2139
2013/8/28,2454
2013/8/29,2885
2013/8/30,2964
2013/8/31,2464
2013/9/1,6022
2013/9/2,2885
2013/9/3,3282
2013/9/4,3096
2013/9/5,5325
2013/9/6,52673
2013/9/7,9823
2013/9/8,9421
2013/9/9,18457
2013/9/10,6431
2013/9/11,4957
2013/9/12,6184
2013/9/13,7491
2013/9/14,5064
2013/9/15,33389
2013/9/16,30853
2013/9/17,9381
2013/9/18,4958
2013/9/19,4386
2013/9/20,4277
2013/9/21,3394
2013/9/22,6198
2013/9/23,6222
2013/9/24,49996
2013/9/25,42578
2013/9/26,18948
2013/9/27,7246
2013/9/28,7538
2013/9/29,15794
2013/9/30,25939
2013/10/1,11361
2013/10/2,9674
2013/10/3,7180
2013/10/4,5317
2013/10/5,6186
2013/10/6,21022
2013/10/7,27966
2013/10/8,9928
2013/10/9,6293
2013/10/10,6474
2013/10/11,9995
2013/10/12,5055
2013/10/13,8584
2013/10/14,12369
2013/10/15,8343
2013/10/16,8935
2013/10/17,12684
2013/10/18,9068
2013/10/19,6652
2013/10/20,9981
2013/10/21,62761
2013/10/22,11244
2013/10/23,5877
2013/10/24,5306
2013/10/25,4610
2013/10/26,3605
2013/10/27,8608
2013/10/28,10618
2013/10/29,4923
2013/10/30,3595
2013/10/31,3281
2013/11/1,3113
2013/11/2,2843
2013/11/3,4443
2013/11/4,6575
2013/11/5,4036
2013/11/6,3358
2013/11/7,3753
2013/11/8,3490
2013/11/9,2513
2013/11/10,5292
2013/11/11,14933
2013/11/12,7509
2013/11/13,4296
2013/11/14,4072
2013/11/15,5605
2013/11/16,4693
2013/11/17,7375
2013/11/18,52443
2013/11/19,9463
2013/11/20,4626
2013/11/21,4645
2013/11/22,5285
2013/11/23,4326
2013/11/24,6223
2013/11/25,32484
2013/11/26,6056
2013/11/27,3624
2013/11/28,3720
2013/11/29,3925
2013/11/30,3533
2013/12/1,6784
2013/12/2,18132
2013/12/3,11957
2013/12/4,7953
2013/12/5,5320
2013/12/6,4855
2013/12/7,6136
2013/12/8,7467
2013/12/9,15547
2013/12/10,7078
2013/12/11,4961
2013/12/12,5607
2013/12/13,9924
2013/12/14,7360
2013/12/15,8321
2013/12/16,10277
2013/12/17,7296
2013/12/18,5670
2013/12/19,3394
2013/12/20,3991
2013/12/21,3288
2013/12/22,13613
2013/12/23,20024
2013/12/24,7611
2013/12/25,5318
2013/12/26,6099
2013/12/27,4861
2013/12/28,4943
2013/12/29,10939
2013/12/30,25493
2013/12/31,9673
2014/1/1,6875
2014/1/2,6856
2014/1/3,7503
2014/1/4,7283
2014/1/5,5446
2014/1/7,8034
2014/1/8,6680
2014/1/9,7003
2014/1/10,7563
2014/1/11,6994
2014/1/12,44060
2014/1/13,81435
2014/1/14,18722
2014/1/15,14840
2014/1/16,17075
2014/1/17,15925
2014/1/18,12515
2014/1/19,99074
2014/1/20,159019
2014/1/21,37895
2014/1/22,22121
2014/1/23,16862
2014/1/24,19273
2014/1/25,11742
2014/1/26,13234
2014/1/27,25315
2014/1/28,22023
2014/1/29,22759
2014/1/30,32221
2014/1/31,34650
2014/2/1,28005
2014/2/2,128094
2014/2/3,379552
2014/2/4,47424
2014/2/5,18868
2014/2/6,10833
2014/2/7,8985
2014/2/8,6606
2014/2/9,5560
2014/2/10,4529
2014/2/11,4068
2014/2/12,3775
2014/2/13,3399
2014/2/14,2773
2014/2/15,2343
2014/2/16,2268
2014/2/17,2528
2014/2/18,2655
2014/2/19,2737
2014/2/20,2767
2014/2/21,2329
2014/2/22,1824
2014/2/23,1915
2014/2/24,2447
2014/2/25,2173
2014/2/26,2935
2014/2/27,2570
2014/2/28,2175
2014/3/1,1537
2014/3/2,1642
2014/3/3,2612
2014/3/4,2693
2014/3/5,1967
2014/3/6,2240
2014/3/7,2669
2014/3/8,1519
2014/3/9,1788
2014/3/10,1908
2014/3/11,2143
2014/3/12,2946
2014/3/13,2994
2014/3/14,2103
2014/3/15,1784
2014/3/16,1719
2014/3/17,1989
2014/3/18,2018
2014/3/19,1897
2014/3/20,2034
2014/3/21,1989
2014/3/22,1551
2014/3/23,1638
2014/3/24,3272
2014/3/25,2762
2014/3/26,2188
2014/3/27,4624
2014/3/28,2398
2014/3/29,1493
2014/3/30,1425
2014/3/31,1698
2014/4/1,1882
2014/4/2,1969
2014/4/3,2016
2014/4/4,1745
2014/4/5,1283
2014/4/6,1786
2014/4/7,1718
2014/4/8,1755
2014/4/9,1696
2014/4/10,1848
2014/4/11,1653
2014/4/12,1282
2014/4/13,1259
2014/4/14,1576
2014/4/15,1839
2014/4/16,2033
2014/4/17,1800
2014/4/18,1623
2014/4/19,1306
2014/4/20,3266
2014/4/21,1836
2014/4/22,2555
2014/4/23,2189
2014/4/24,2527
2014/4/25,2159
2014/4/26,1406
2014/4/27,1640
2014/4/28,2196
2014/4/29,2505
2014/4/30,2022
2014/5/1,1833
2014/5/2,2156
2014/5/3,1395
2014/5/4,2112
2014/5/5,3427
2014/5/6,4337
2014/5/7,2702
2014/5/8,3053
2014/5/9,6312
2014/5/10,3235
2014/5/11,2218
2014/5/12,2613
2014/5/13,2489
2014/5/14,2347
2014/5/15,2137
2014/5/16,2068
2014/5/17,1558
2014/5/18,1977
2014/5/19,2725
2014/5/20,2578
2014/5/21,2094
2014/5/22,1793
2014/5/23,1851
2014/5/24,1136
2014/5/25,1171
2014/5/26,1380
2014/5/27,1823
2014/5/28,4071
2014/5/29,3023
2014/5/30,1803
2014/5/31,2519
2014/6/1,1276
2014/6/2,1654
2014/6/3,2061
2014/6/4,1765
2014/6/5,1975
2014/6/6,1403
2014/6/7,1216
2014/6/8,1217
2014/6/9,1330
2014/6/10,1638
2014/6/11,1702
2014/6/12,2226
2014/6/13,1557
2014/6/14,1514
2014/6/15,1459
2014/6/16,1584
2014/6/17,1433
2014/6/18,1373
2014/6/19,1370
2014/6/20,1559
2014/6/21,1070
2014/6/22,1145
2014/6/23,1774
2014/6/24,1344
2014/6/25,1372
2014/6/26,1228
2014/6/27,1187
2014/6/28,978
2014/6/29,967
2014/6/30,2260
2014/7/1,1802
2014/7/2,1372
2014/7/3,1440
2014/7/4,1187
2014/7/5,948
2014/7/6,1023
2014/7/7,1282
2014/7/8,1502
2014/7/9,1376
2014/7/10,2115
2014/7/11,1882
2014/7/12,1353
2014/7/13,1408
2014/7/14,1472
2014/7/15,1843
2014/7/16,1673
2014/7/17,3728
2014/7/18,1795
2014/7/19,1373
2014/7/20,1417
2014/7/21,1718
2014/7/22,2112
2014/7/23,2146
2014/7/24,2763
2014/7/25,2443
2014/7/26,1731
2014/7/27,1576
2014/7/28,3689
2014/7/29,3776
2014/7/30,2756
2014/7/31,2310
2014/8/1,1955
2014/8/2,1933
2014/8/3,2118
2014/8/4,3908
2014/8/5,2448
2014/8/6,2044
2014/8/7,2209
2014/8/8,3161
2014/8/9,2082
2014/8/10,2531
2014/8/11,4331
2014/8/12,5483
2014/8/13,3559
2014/8/14,3093
2014/8/15,2845
2014/8/16,2404
2014/8/17,3209
2014/8/18,3946
2014/8/19,3638
2014/8/20,2982
2014/8/21,2663
2014/8/22,2533
2014/8/23,2921
2014/8/24,5006
2014/8/25,4257
2014/8/26,2786
2014/8/27,2532
2014/8/29,5101
2014/8/30,3061
2014/8/31,2901
2014/9/1,4335
2014/9/2,3840
2014/9/3,4656
2014/9/4,4879
2014/9/5,6899
2014/9/6,3216
2014/9/7,6312
2014/9/8,44463
2014/9/9,23388
2014/9/10,6589
2014/9/11,6090
2014/9/12,8572
2014/9/13,5550
2014/9/14,21193
2014/9/15,16458
2014/9/16,9862
2014/9/17,5510
2014/9/18,7252
2014/9/19,8236
2014/9/20,3638
2014/9/21,9530
2014/9/22,14876
2014/9/23,4642
2014/9/24,3489
2014/9/25,3585
2014/9/26,6898
2014/9/27,3688
2014/9/28,4172
2014/9/29,5380
2014/9/30,6011
2014/10/1,3891
2014/10/2,3923
2014/10/3,4300
2014/10/4,3088
2014/10/5,10214
2014/10/6,21262
2014/10/7,6943
2014/10/8,5843
2014/10/9,4450
2014/10/10,5326
2014/10/11,3043
2014/10/12,9023
2014/10/13,12561
2014/10/14,4921
2014/10/15,4078
2014/10/16,4128
2014/10/17,4800
2014/10/18,3645
2014/10/19,6006
2014/10/20,78784
2014/10/21,14877
2014/10/22,7177
2014/10/23,6412
2014/10/24,19080
2014/10/25,4602
2014/10/26,6657
2014/10/27,11870
2014/10/28,6376
2014/10/29,5193
2014/10/30,4764
2014/10/31,5071
2014/11/1,3120
2014/11/2,8868
2014/11/3,12761
2014/11/4,8596
2014/11/5,3864
2014/11/6,3603
2014/11/7,3624
2014/11/8,2195
2014/11/9,3984
2014/11/10,8374
2014/11/11,4371
2014/11/12,3707
2014/11/13,3377
2014/11/14,3124
2014/11/15,1945
2014/11/16,4441
2014/11/17,6072
2014/11/18,3832
2014/11/19,2958
2014/11/20,2997
2014/11/21,3232
2014/11/22,1860
2014/11/23,3650
2014/11/24,8729
2014/11/25,3695
2014/11/26,2887
2014/11/27,3389
2014/11/28,2846
2014/11/29,2136
2014/11/30,2880
2014/12/1,9341
2014/12/2,3972
2014/12/3,3957
2014/12/4,4028
2014/12/5,4394
2014/12/6,2230
2014/12/7,3331
2014/12/8,6283
2014/12/9,4409
2014/12/10,3360
2014/12/11,3774
2014/12/12,3317
2014/12/13,2235
2014/12/14,4561
2014/12/15,6970
2014/12/16,4881
2014/12/17,3548
2014/12/18,3302
2014/12/19,2524
2014/12/20,1850
2014/12/21,2725
2014/12/22,4296
2014/12/23,8609
2014/12/24,3566
2014/12/25,3030
2014/12/26,3305
2014/12/27,2476
2014/12/28,4394
2014/12/29,6299
2014/12/30,4076
2014/12/31,2761
2015/1/1,2557
2015/1/2,4032
2015/1/3,4611
2015/1/4,7590
2015/1/5,7249
2015/1/6,5792
2015/1/7,4915
2015/1/8,4529
2015/1/9,4780
2015/1/10,4053
2015/1/11,19665
2015/1/12,44134
2015/1/13,17330
2015/1/14,9046
2015/1/15,6631
2015/1/16,6523
2015/1/17,4582
2015/1/18,7178
2015/1/19,17316
2015/1/20,7724
2015/1/21,5774
2015/1/22,5350
2015/1/23,4432
2015/1/24,2762
2015/1/25,3247
2015/1/26,4268
2015/1/27,4038
2015/1/28,3936
2015/1/29,4288
2015/1/30,5422
2015/1/31,3233
2015/2/1,8387
2015/2/2,29238
2015/2/3,10649
2015/2/4,6088
2015/2/6,3765
2015/2/7,2655
2015/2/8,2472
2015/2/9,2783
2015/2/10,4512
2015/2/11,3486
2015/2/12,2584
2015/2/13,2724
2015/2/14,2463
2015/2/15,1822
2015/2/16,3655
2015/2/17,2494
2015/2/18,2450
2015/2/19,2347
2015/2/20,2216
2015/2/21,3169
2015/2/22,1557
2015/2/23,1779
2015/2/24,1883
2015/2/25,2201
2015/2/26,1815
2015/2/27,1633
2015/2/28,1144
2015/3/1,1156
2015/3/2,1576
2015/3/3,2045
2015/3/4,2429
2015/3/5,4568
2015/3/6,2743
2015/3/7,1389
2015/3/8,1348
2015/3/9,1913
2015/3/10,1964
2015/3/11,2171
2015/3/12,2012
2015/3/13,2216
2015/3/14,1276
2015/3/15,1142
2015/3/16,1539
2015/3/17,1780
2015/3/18,1559
2015/3/19,1675
2015/3/20,1468
2015/3/21,913
2015/3/22,1003
2015/3/23,1512
2015/3/24,2956
2015/3/25,2237
2015/3/26,1455
2015/3/27,1489
2015/3/28,998
2015/3/29,2626
2015/3/30,1195
2015/3/31,1438
2015/4/1,1358
2015/4/2,1295
2015/4/3,1357
2015/4/4,925
2015/4/5,899
2015/4/6,1284
2015/4/7,1148
2015/4/8,1202
2015/4/9,1386
2015/4/10,1451
2015/4/11,810
2015/4/12,1128
2015/4/13,1306
2015/4/14,1371
2015/4/15,1536
2015/4/16,1575
2015/4/17,1427
2015/4/18,908
2015/4/19,1508
2015/4/20,2080
2015/4/21,1645
2015/4/22,1944
2015/4/23,1782
2015/4/24,1530
2015/4/25,1347
2015/4/26,1201
2015/4/27,1520
2015/4/28,1565
2015/4/29,1743
2015/4/30,1934
2015/5/1,2321
2015/5/2,1267
2015/5/3,992
2015/5/4,1527
2015/5/5,1368
2015/5/6,2293
2015/5/7,1577
2015/5/8,1467
2015/5/9,1140
2015/5/10,1025
2015/5/11,1489
2015/5/12,2178
2015/5/13,1771
2015/5/14,1436
2015/5/15,1494
2015/5/16,846
2015/5/17,903
2015/5/18,1265
2015/5/19,1322
2015/5/20,1262
2015/5/21,6384
2015/5/22,3942
2015/5/23,1698
2015/5/24,1287
2015/5/25,1143
2015/5/26,1306
2015/5/27,1657
2015/5/28,1417
2015/5/29,1458
2015/5/30,834
2015/5/31,1025
2015/6/1,1181
2015/6/2,1343
2015/6/3,1293
2015/6/4,1173
2015/6/5,999
2015/6/6,794
2015/6/7,677
2015/6/8,1145
2015/6/9,1145
2015/6/10,1010
2015/6/11,1162
2015/6/12,949
2015/6/13,768
2015/6/14,682
2015/6/15,983
2015/6/16,1019
2015/6/17,1102
2015/6/18,966
2015/6/19,983
2015/6/20,628
2015/6/21,930
2015/6/22,1440
2015/6/23,1185
2015/6/24,1547
2015/6/25,1468
2015/6/26,1439
2015/6/27,1728
2015/6/28,806
2015/6/29,1057
2015/6/30,1115
2015/7/1,890
2015/7/2,916
2015/7/3,749
2015/7/4,648
2015/7/5,665
2015/7/6,953
2015/7/7,974
2015/7/8,1094
2015/7/9,1277
2015/7/10,1335
2015/7/11,819
2015/7/12,1078
2015/7/13,1247
2015/7/14,1199
2015/7/15,1338
2015/7/16,3264
2015/7/17,1626
2015/7/18,1153
2015/7/19,1333
2015/7/20,1705
2015/7/21,1665
2015/7/22,1762
2015/7/23,1624
2015/7/24,1320
2015/7/25,958
2015/7/26,929
2015/7/27,1462
2015/7/28,1372
2015/7/29,1400
2015/7/30,1490
2015/7/31,1506
2015/8/1,1052
2015/8/2,921
2015/8/3,1315
2015/8/4,1446
2015/8/5,1438
2015/8/6,2501
2015/8/7,1668
2015/8/8,1105
2015/8/9,1180
2015/8/10,1430
2015/8/11,2003
2015/8/12,1915
2015/8/13,1963
2015/8/14,1465
2015/8/15,1526
2015/8/16,1368
2015/8/17,1688
2015/8/18,2322
2015/8/19,2059
2015/8/20,2277
2015/8/21,2500
2015/8/22,1375
2015/8/23,1767
2015/8/24,2600
2015/8/25,2833
2015/8/26,2368
2015/8/27,1958
2015/8/28,1899
2015/8/29,1468
2015/8/30,2416
2015/8/31,2115
2015/9/1,1872
2015/9/2,2133
2015/9/3,3186
2015/9/4,3461
2015/9/5,2265
2015/9/6,2247
2015/9/7,2160
2015/9/8,2684
2015/9/9,3229
2015/9/10,3617
2015/9/11,5797
2015/9/12,2552
2015/9/13,6497
2015/9/14,8593
2015/9/15,4545
2015/9/16,3204
2015/9/17,4468
2015/9/18,16678
2015/9/19,3341
2015/9/20,4586
2015/9/21,5161
2015/9/22,4117
2015/9/23,3006
2015/9/24,3361
2015/9/25,5338
2015/9/26,2018
2015/9/27,4501
2015/9/28,13919
2015/9/29,5216
2015/9/30,3444
2015/10/1,2955
2015/10/2,2658
2015/10/3,1737
2015/10/4,4338
2015/10/5,6166
2015/10/6,3214
2015/10/7,2442
2015/10/8,2321
2015/10/9,2751
