"","address","name","newprice","oldprice","sales","reserve","general","holiday","link"
"1","
            朝阳区
        ","麦乐迪","￥59","￥496","20244","否","是","是","/deal/23127880"
"2","
            朝阳区
        ","温莎KTV（国贸店）","￥598","￥1682","2510","否","否","否","/deal/23424992"
"3","
            朝阳区
        ","温莎KTV（国贸店）","￥38","￥330","13587","是","否","否","/deal/19882866"
"4","
            朝阳区
        ","温莎KTV（爱琴海店）","￥290","￥1782","2330","否","否","否","/deal/23425315"
"5","
            朝阳区
        ","温莎KTV（爱琴海店）","￥520","￥2782","2552","否","否","否","/deal/23425338"
"6","
            朝阳区
        ","钱柜KTV","￥60","￥387","4411","否","否","是","/deal/23088641"
"7","
            朝阳区
        ","音畔量贩KTV","￥69","￥588","6025","否","否","否","/deal/13477104"
"8","
            朝阳区
        ","友乐汇","￥32","￥443.5","3778","否","否","是","/deal/24514520"
"9","
            朝阳区
        ","温莎KTV（国贸店）","￥698","￥1988","1529","否","否","否","/deal/23425112"
"10","
            朝阳区
        ","温莎KTV（爱琴海店）","￥560","￥2828","1243","否","否","否","/deal/23425347"
"11","
            朝阳区
        ","银马量贩纯k","￥18","￥368","41875","是","否","否","/deal/6366810"
"12","
            朝阳区
        ","麦乐迪KTV","￥288","￥1321","755","否","是","是","/deal/24521011"
"13","
            朝阳区
        ","同乐迪量贩KTV（望京华彩店）","￥25.9","￥398","1491","否","否","是","/deal/23771618"
"14","
            朝阳区
        ","北京纯K-SHOWTIME","￥35","￥168","8196","否","否","否","/deal/12312119"
"15","
            朝阳区
        ","北京纯K-SHOWTIME","￥34.9","￥152","23638","否","否","否","/deal/11977361"
"16","
            朝阳区
        ","温莎KTV","￥598","￥2588","671","是","是","是","/deal/21176388"
"17","
            朝阳区
        ","IBIZA伊贝莎风尚主题KTV","￥25","￥600","3943","是","否","是","/deal/22410460"
"18","
            朝阳区
        ","果冻ktv","￥6.6","￥478","10190","否","否","是","/deal/20867631"
"19","
            朝阳区
        ","同乐迪量贩KTV（望京华彩店）","￥30","￥298","2253","否","否","是","/deal/23906929"
"20","
            朝阳区
        ","都唛量贩KTV","￥39","￥290","1087","是","否","是","/deal/21977458"
"21","
            朝阳区
        ","酷姿时尚主题KTV","￥158","￥323","2140","否","是","是","/deal/13672884"
"22","
            朝阳区
        ","温莎KTV","￥158","￥2199","211","否","是","否","/deal/25420065"
"23","
            朝阳区
        ","温莎KTV","￥458","￥1668","420","是","是","是","/deal/20685704"
"24","
            朝阳区
        ","红石KTV","￥9.9","￥228","2578","是","否","是","/deal/19586143"
"25","
            朝阳区
        ","芒果派对量贩式ktv","￥19.9","￥156","1468","是","否","是","/deal/22171275"
"26","
            朝阳区
        ","钱柜KTV","￥100","￥487","693","否","否","是","/deal/23088784"
"27","
            朝阳区
        ","都唛量贩KTV","￥59","￥699","1951","是","否","是","/deal/21574674"
"28","
            朝阳区
        ","钱柜KTV","￥338","￥738","298","否","否","是","/deal/23156766"
"29","
            朝阳区
        ","炫音全自助KTV","￥49","￥237","2316","否","否","是","/deal/6003779"
"30","
            朝阳区
        ","银马量贩纯k","￥268","￥2656","236","是","否","否","/deal/22120312"
"31","
            朝阳区
        ","麦克风量贩式KTV","￥25","￥417","1324","否","否","是","/deal/21040597"
"32","
            朝阳区
        ","夏日情KTV（朝北欧尚店）","￥6.6","￥88","801","是","否","是","/deal/23646910"
"33","
            朝阳区
        ","麦乐迪KTV","￥788","￥2799","139","否","是","是","/deal/24643378"
"34","
            朝阳区
        ","温莎KTV（爱琴海店）","￥658","￥2782","110","否","否","否","/deal/23425329"
"35","
            朝阳区
        ","银马量贩纯k","￥238","￥2656","145","是","否","否","/deal/22111884"
"36","
            朝阳区
        ","糖果录音棚","￥49.9","￥200","123","否","是","是","/deal/22974187"
"37","
            朝阳区
        ","音乐之声","￥219","￥1041","2186","否","否","否","/deal/6185721"
"38","
            朝阳区
        ","寻梦缘KTV","￥68","￥720","858","否","否","否","/deal/17584463"
"39","
            朝阳区
        ","音乐之声","￥398","￥1058","99","否","否","否","/deal/23123951"
"40","
            朝阳区
        ","正兴KTV","￥15.8","￥368","1019","是","否","否","/deal/19912799"
"41","
            朝阳区
        ","尚艺墅KTV（朝阳北路店）","￥49.9","￥288","485","是","否","是","/deal/18314227"
"42","
            朝阳区
        ","夏日情KTV（朝北欧尚店）","￥168","￥288","133","是","否","否","/deal/22323104"
"43","
            朝阳区
        ","温莎KTV（国贸店）","￥798","￥2980","81","否","否","否","/deal/23425217"
"44","
            朝阳区
        ","芒果派对量贩式ktv","￥59.9","￥364","815","是","否","是","/deal/22171401"
"45","
            朝阳区
        ","麦哆KTV","￥60","￥168","340","是","否","否","/deal/19334213"
"46","
            朝阳区
        ","麦乐迪KTV","￥28","￥186","287","否","是","否","/deal/24520604"
"47","
            朝阳区
        ","蓝黛KTV","￥38","￥98","45","是","否","否","/deal/24592005"
"48","
            朝阳区
        ","正兴KTV","￥68","￥568","143","是","否","否","/deal/19913132"
"49","
            朝阳区
        ","玻璃樽量贩KTV","￥18.8","￥288","1057","是","否","是","/deal/21747662"
"50","
            朝阳区
        ","金晔四纪KTV（传媒大学店）","￥68","￥880","151","是","否","是","/deal/22783607"
"51","
            朝阳区
        ","音乐之声","￥298","￥1041","200","否","否","否","/deal/20787843"
"52","
            朝阳区
        ","金永KTV","￥29","￥90","393","是","否","是","/deal/23617581"
"53","
            朝阳区
        ","同乐迪量贩式KTV（望京华彩店）","￥65","￥598","133","否","否","是","/deal/25459816"
"54","
            朝阳区
        ","钱柜KTV","￥78","￥468","165","否","否","是","/deal/23285055"
"55","
            朝阳区
        ","忘归酒店量贩式KTV","￥128","￥294","158","否","否","否","/deal/15387457"
"56","
            朝阳区
        ","音乐之声","￥498","￥1258","55","否","否","否","/deal/23123401"
"57","
            朝阳区
        ","大望辉煌量贩式KTV","￥158","￥380","151","是","否","是","/deal/18825605"
"58","
            朝阳区
        ","七星岛8号俱乐部","￥198","￥750","89","否","是","是","/deal/8092224"
"59","
            朝阳区
        ","5号坊","￥35","￥560","138","否","否","是","/deal/23460796"
"60","
            朝阳区
        ","七星岛8号俱乐部","￥588","￥1800","92","否","是","是","/deal/10562742"
"61","
            朝阳区
        ","玻璃樽量贩KTV","￥268","￥598","53","是","否","是","/deal/22441403"
"62","
            朝阳区
        ","金晔四纪KTV（传媒大学店）","￥9.9","￥680","474","是","否","是","/deal/25838908"
"63","
            朝阳区
        ","天上天音乐会所","￥88","￥192","428","是","否","否","/deal/6408947"
"64","
            朝阳区
        ","都唛量贩KTV","￥69","￥699","371","是","否","是","/deal/21574838"
"65","
            朝阳区
        ","美景林量贩式ktv","￥180","￥230","20","是","否","是","/deal/23910799"
"66","
            朝阳区
        ","银马量贩纯k","￥368","￥2656","49","是","否","否","/deal/22120374"
"67","
            朝阳区
        ","正兴KTV","￥198","￥488","53","是","否","是","/deal/20095201"
"68","
            朝阳区
        ","美景林量贩式ktv","￥50","￥120","24","是","否","是","/deal/23986541"
"69","
            朝阳区
        ","金都世纪KTV","￥328","￥3280","31","是","否","是","/deal/23802178"
"70","
            朝阳区
        ","尚艺墅KTV（朝阳北路店）","￥158","￥588","99","是","否","是","/deal/17640087"
"71","
            朝阳区
        ","mio米藕录音","￥298","￥698","70","否","否","是","/deal/12538358"
"72","
            朝阳区
        ","夏日情KTV（朝北欧尚店）","￥88","￥268","15","是","否","是","/deal/23646927"
"73","
            朝阳区
        ","金晔四纪KTV（传媒大学店）","￥198","￥980","35","是","否","是","/deal/22802362"
"74","
            朝阳区
        ","玻璃樽量贩KTV","￥45","￥488","178","是","否","是","/deal/21747922"
"75","
            朝阳区
        ","金都世纪KTV","￥98","￥216","12","是","否","是","/deal/22922488"
"76","
            朝阳区
        ","爱奇艺秘宅","￥38","￥58","26","是","否","是","/deal/25448857"
"77","
            朝阳区
        ","金晔四纪KTV（传媒大学店）","￥298","￥1080","15","是","否","是","/deal/22802993"
"78","
            朝阳区
        ","角石录音棚","￥180","￥350","40","否","否","是","/deal/18752663"
"79","
            朝阳区
        ","玻璃樽量贩KTV","￥398","￥798","16","是","否","是","/deal/22441836"
"80","
            朝阳区
        ","乐游量贩式KTV","￥29.9","￥45","26","是","否","是","/deal/23324675"
"81","
            朝阳区
        ","mio米藕录音","￥598","￥1298","66","否","否","是","/deal/12539246"
"82","
            朝阳区
        ","盛声国际录音棚","￥240","￥400","151","否","否","是","/deal/2301212"
"83","
            朝阳区
        ","正兴KTV","￥360","￥690","7","是","否","是","/deal/20434317"
"84","
            朝阳区
        ","美景林量贩式ktv","￥260","￥350","5","是","否","是","/deal/23910897"
"85","
            朝阳区
        ","天上天音乐会所","￥128","￥440","49","是","否","否","/deal/6408958"
"86","
            朝阳区
        ","金晔四纪KTV（传媒大学店）","￥398","￥1280","3","是","否","是","/deal/22803724"
"87","
            朝阳区
        ","懒虫录音棚","￥528","￥700","36","否","否","是","/deal/20776035"
"88","
            朝阳区
        ","mio米藕录音","￥12999","￥22999","1","否","否","是","/deal/14343037"
"89","
            朝阳区
        ","正兴KTV","￥260","￥580","12","是","否","是","/deal/20434146"
"90","
            朝阳区
        ","金都世纪KTV","￥158","￥356","3","是","否","是","/deal/22972466"
"91","
            朝阳区
        ","都唛量贩KTV","￥66","￥98","6","是","否","是","/deal/21377238"
"92","
            朝阳区
        ","mio米藕录音","￥3988","￥8988","","否","否","是","/deal/12539371"
"93","
            朝阳区
        ","懒虫录音棚","￥688","￥800","9","否","否","是","/deal/21037911"
"94","
            朝阳区
        ","金都世纪KTV","￥268","￥2680","2","是","否","是","/deal/23802067"
"95","
            朝阳区
        ","正兴KTV","￥580","￥890","7","是","否","是","/deal/20434391"
"96","
            朝阳区
        ","mio米藕录音","￥28999","￥38999","","否","否","是","/deal/14343331"
"97","
            朝阳区
        ","角石录音棚","￥260","￥500","18","否","否","是","/deal/18741734"
"98","
            朝阳区
        ","金都世纪KTV","￥298","￥666","2","是","否","是","/deal/22974073"
"99","
            朝阳区
        ","金都世纪KTV","￥118","￥296","","是","否","是","/deal/22972221"
"100","
            朝阳区
        ","金都世纪KTV","￥158","￥396","","是","否","是","/deal/22972562"
"101","
            朝阳区
        ","mio米藕录音","￥798","￥3988","","否","否","是","/deal/14341239"
"102","
            朝阳区
        ","金都世纪KTV","￥298","￥2980","2","是","否","是","/deal/23802140"
"103","
            朝阳区
        ","美景林量贩式ktv","￥150","￥220","","是","否","是","/deal/23986868"
"104","
            朝阳区
        ","懒虫录音棚","￥1298","￥1299","3","否","否","是","/deal/20872750"
"105","
            朝阳区
        ","金都世纪KTV","￥208","￥546","","是","否","是","/deal/22974049"
"106","
            朝阳区
        ","金都世纪KTV","￥428","￥4280","1","是","否","是","/deal/23802234"
"107","
            朝阳区
        ","金都世纪KTV","￥208","￥476","","是","否","是","/deal/22973958"
"108","
            朝阳区
        ","金都世纪KTV","￥128","￥266","","是","否","是","/deal/22972078"
"109","
            朝阳区
        ","懒虫录音棚","￥5899","￥10999","","否","否","是","/deal/21122388"
"110","
            朝阳区
        ","美景林量贩式ktv","￥100","￥180","1","是","否","是","/deal/23986739"
"111","
            朝阳区
        ","金都世纪KTV","￥568","￥1416","","是","否","是","/deal/22974300"
"112","
            朝阳区
        ","美景林量贩式ktv","￥340","￥390","","是","否","是","/deal/23986933"
"113","
            朝阳区
        ","金都世纪KTV","￥398","￥996","","是","否","是","/deal/22974095"
"114","
            朝阳区
        ","金都世纪KTV","￥498","￥1236","","是","否","是","/deal/22974184"
"115","
            朝阳区
        ","金都世纪KTV","￥468","￥1108","","是","否","是","/deal/22974136"
"116","
            朝阳区
        ","萨克赛思ktv","￥45","￥440","2128","否","否","是","/deal/26497359"
"117","
            朝阳区
        ","亿好声音量贩式KTV","￥38","￥80","329","否","否","否","/deal/27392428"
"118","
            朝阳区
        ","多佐KTV","￥1980","￥3688","","否","否","是","/deal/27399661"
"119","
            朝阳区
        ","同乐迪量贩KTV（望京西路店）","￥39.9","￥198","82","否","否","是","/deal/27437976"
"120","
            朝阳区
        ","金凤凰ktv","￥258","￥386","","是","否","是","/deal/27515508"
"121","
            朝阳区
        ","萨克赛思KTV","￥45","￥181","493","否","是","是","/deal/26209345"
"122","
            朝阳区
        ","温莎KTV（国贸店）","￥298","￥1980","31","否","否","是","/deal/27750442"
"123","
            朝阳区
        ","多佐ktv","￥39","￥436","206","否","否","是","/deal/26146328"
"124","
            朝阳区
        ","乐游KTV","￥88","￥128","2","是","否","是","/deal/27203809"
"125","
            朝阳区
        ","同乐迪量贩KTV（望京西路店）","￥369","￥429","3","否","否","否","/deal/27284733"
"126","
            朝阳区
        ","白若溪STUDIO","￥298","￥600","15","否","否","是","/deal/27328486"
"127","
            朝阳区
        ","尚客Upper电影主题KTV","￥999","￥1630","1","否","否","否","/deal/27436339"
"128","
            朝阳区
        ","火石录音棚","￥4000","￥20000","","否","否","是","/deal/26956809"
"129","
            朝阳区
        ","唱吧麦颂KTV","￥529","￥788","105","是","是","是","/deal/26693641"
"130","
            朝阳区
        ","唱吧麦颂KTV","￥429","￥688","98","是","是","是","/deal/26694095"
"131","
            朝阳区
        ","唱吧麦颂KTV","￥319","￥488","243","是","是","是","/deal/26693288"
"132","
            朝阳区
        ","唱吧麦颂KTV","￥559","￥788","39","是","是","是","/deal/26695628"
"133","
            朝阳区
        ","唱吧麦颂KTV","￥35","￥360","1456","是","是","是","/deal/26601840"
"134","
            朝阳区
        ","多佐KTV","￥1280","￥2688","3","否","否","是","/deal/26189955"
"135","
            朝阳区
        ","同乐迪量贩KTV（望京西路店）","￥299","￥369","6","否","否","是","/deal/27284770"
"136","
            朝阳区
        ","多佐KTV","￥1280","￥2688","","否","否","否","/deal/27399418"
"137","
            朝阳区
        ","火石录音棚","￥200","￥500","","否","否","是","/deal/26613849"
"138","
            朝阳区
        ","温莎KTV（国贸店）","￥358","￥1980","20","否","否","是","/deal/27750467"
"139","
            朝阳区
        ","东方帝豪ktv","￥9.9","￥80","84","是","否","是","/deal/26065612"
"140","
            朝阳区
        ","乐游KTV","￥58","￥88","2","是","否","是","/deal/27203442"
"141","
            朝阳区
        ","蓝黛KTV","￥108","￥598","1","是","否","是","/deal/27160080"
"142","
            朝阳区
        ","同乐迪量贩KTV（望京西路店）","￥429","￥499","3","否","否","是","/deal/27284789"
"143","
            朝阳区
        ","同乐迪量贩KTV（望京西路店）","￥9.9","￥69","75","否","否","是","/deal/27846214"
"144","
            朝阳区
        ","音乐之声","￥36","￥330","38","否","否","是","/deal/26916990"
"145","
            朝阳区
        ","音乐之声","￥18","￥80","347","否","否","是","/deal/26916630"
"146","
            朝阳区
        ","唱吧麦颂KTV","￥45","￥560","7136","是","是","是","/deal/26603394"
"147","
            朝阳区
        ","唱吧麦颂KTV","￥419","￥588","69","是","是","是","/deal/26695533"
"148","
            朝阳区
        ","唱吧麦颂KTV","￥459","￥648","41","是","是","是","/deal/26695573"
"149","
            朝阳区
        ","火石录音棚","￥2000","￥5000","","否","否","是","/deal/26956785"
"150","
            朝阳区
        ","乐游量贩式KTV","￥68","￥568","","是","否","是","/deal/27401147"
"151","
            朝阳区
        ","同乐迪量贩KTV（望京西路店）","￥269","￥369","5","否","否","否","/deal/27284596"
"152","
            朝阳区
        ","好乐迪KTV","￥49","￥540","757","是","否","是","/deal/27033702"
"153","
            朝阳区
        ","萨克赛思ktv","￥45","￥440","1192","否","否","是","/deal/26208697"
"154","
            朝阳区
        ","火石录音棚","￥650","￥1800","","否","否","是","/deal/26280334"
"155","
            朝阳区
        ","蓝黛KTV","￥30","￥50","","是","否","是","/deal/27160952"
"156","
            朝阳区
        ","唱吧麦颂KTV","￥229","￥388","306","是","是","是","/deal/26692858"
"157","
            朝阳区
        ","唱吧麦颂KTV","￥269","￥488","536","是","是","是","/deal/26693222"
"158","
            朝阳区
        ","唱吧麦颂KTV","￥329","￥488","325","是","是","是","/deal/26694498"
"159","
            朝阳区
        ","唱吧麦颂KTV","￥399","￥588","356","是","是","是","/deal/26694692"
"160","
            朝阳区
        ","唱吧麦颂KTV","￥439","￥588","158","是","是","是","/deal/26694778"
"161","
            朝阳区
        ","唱吧麦颂KTV","￥35","￥360","1456","是","是","是","/deal/26601840"
"162","
            朝阳区
        ","唱吧麦颂KTV","￥169","￥360","47","是","是","是","/deal/26695725"
"163","
            朝阳区
        ","唱吧麦颂量贩式KTV","￥199","￥480","94","是","是","是","/deal/26695956"
"164","
            朝阳区
        ","唱吧麦颂KTV","￥45","￥560","7136","是","是","是","/deal/26603394"
"165","
            朝阳区
        ","唱吧麦颂KTV","￥419","￥588","69","是","是","是","/deal/26695533"
"166","
            朝阳区
        ","唱吧麦颂KTV","￥459","￥648","41","是","是","是","/deal/26695573"
"167","
            朝阳区
        ","多佐ktv","￥1980","￥3180","2","否","否","是","/deal/26191488"
"168","
            朝阳区
        ","尚客Upper电影主题KTV","￥1680","￥2366","6","否","否","否","/deal/26609848"
"169","
            朝阳区
        ","萨克赛思ktv","￥23","￥440","1148","否","是","是","/deal/26207355"
"170","
            朝阳区
        ","蓝黛KTV","￥10","￥50","7","是","否","是","/deal/27203080"
"171","
            朝阳区
        ","金凤凰ktv","￥158","￥286","2","是","否","是","/deal/27515388"
"172","
            朝阳区
        ","尚艺墅KTV（朝阳北路店）","￥66","￥288","181","是","否","是","/deal/26247260"
"173","
            朝阳区
        ","火石录音棚","￥150","￥350","1","否","否","是","/deal/26279217"
"174","
            朝阳区
        ","火石录音棚","￥298","￥675","3","否","否","是","/deal/26280141"
"175","
            朝阳区
        ","尚客Upper电影主题KTV","￥1380","￥1630","1","是","否","否","/deal/26353145"
"176","
            朝阳区
        ","金凤凰ktv","￥88","￥186","4","是","否","是","/deal/27515138"
"177","
            朝阳区
        ","江南汇ktv","￥9.9","￥48","367","是","否","是","/deal/27291226"
"178","
            朝阳区
        ","火石录音棚","￥1200","￥2000","","否","否","是","/deal/26956829"
"179","
            朝阳区
        ","乐界KTV","￥120","￥864","1","否","否","是","/deal/27892016"
"180","
            朝阳区
        ","乐界KTV","￥88","￥864","2","否","否","是","/deal/27892065"
"181","
            朝阳区
        ","乐界KTV","￥498","￥864","2","否","否","是","/deal/27892180"
"182","
            朝阳区
        ","乐界KTV","￥198","￥864","3","否","否","是","/deal/27892077"
"183","
            朝阳区
        ","乐界KTV","￥398","￥864","1","否","否","是","/deal/27892154"
"184","
            朝阳区
        ","乐界KTV","￥188","￥864","1","否","否","是","/deal/27892095"
"185","
            朝阳区
        ","唱吧麦颂KTV","￥329","￥488","325","是","是","是","/deal/26694498"
"186","
            朝阳区
        ","唱吧麦颂KTV","￥399","￥588","356","是","是","是","/deal/26694692"
"187","
            朝阳区
        ","唱吧麦颂KTV","￥439","￥588","158","是","是","是","/deal/26694778"
"188","
            朝阳区
        ","唱吧麦颂KTV","￥539","￥688","134","是","是","是","/deal/26694909"
"189","
            朝阳区
        ","唱吧麦颂KTV","￥269","￥488","555","是","是","是","/deal/26694394"
"190","
            朝阳区
        ","唱吧麦颂KTV","￥359","￥588","399","是","是","是","/deal/26693472"
"191","
            朝阳区
        ","唱吧麦颂KTV","￥45","￥560","25741","是","是","是","/deal/26602077"
"192","
            朝阳区
        ","唱吧麦颂KTV","￥229","￥388","374","是","是","是","/deal/26694190"
"193","
            朝阳区
        ","唱吧麦颂KTV","￥45","￥560","32214","是","是","是","/deal/26601913"
"194","
            朝阳区
        ","音乐之声","￥36","￥330","38","否","否","是","/deal/26916990"
"195","
            朝阳区
        ","音乐之声","￥18","￥80","347","否","否","是","/deal/26916630"
"196","
            海淀区
        ","温莎KTV（花园桥店）","￥298","￥2952","2146","否","否","否","/deal/23425249"
"197","
            海淀区
        ","帝凯乐互动式氧吧KTV","￥42","￥395","1875","否","否","是","/deal/24710208"
"198","
            海淀区
        ","温莎KTV（花园桥店）","￥458","￥1952","1743","否","否","是","/deal/24193691"
"199","
            海淀区
        ","千子桐KTV","￥9.9","￥218","7325","是","否","否","/deal/22788779"
"200","
            海淀区
        ","欢乐汇量贩KTV","￥39","￥264","27881","是","否","是","/deal/12261175"
"201","
            海淀区
        ","唱吧麦颂KTV","￥45","￥560","5984","是","否","是","/deal/23376766"
"202","
            海淀区
        ","帝凯乐互动式氧吧KTV","￥42","￥395","2074","否","否","是","/deal/24798860"
"203","
            海淀区
        ","北方鑫柜KTV","￥16","￥108","5577","否","否","否","/deal/14765635"
"204","
            海淀区
        ","温莎KTV","￥598","￥2588","671","是","是","是","/deal/21176388"
"205","
            海淀区
        ","桃屋量贩KTV","￥25","￥225","423","否","否","是","/deal/14772745"
"206","
            海淀区
        ","温莎KTV","￥158","￥2199","211","否","是","否","/deal/25420065"
"207","
            海淀区
        ","温莎KTV","￥458","￥1668","420","是","是","是","/deal/20685704"
"208","
            海淀区
        ","乐府（WeLive）量贩式KTV","￥68","￥188","445","否","否","是","/deal/22646638"
"209","
            海淀区
        ","糖潮量贩式KTV（中关村店）","￥39","￥299","1547","否","否","否","/deal/22072482"
"210","
            海淀区
        ","山彦量贩KTV","￥30","￥298","782","否","否","是","/deal/12784412"
"211","
            海淀区
        ","友乐汇","￥258","￥762","394","否","否","是","/deal/21574524"
"212","
            海淀区
        ","金嘉丽音乐广场","￥29","￥80","877","是","否","是","/deal/9870131"
"213","
            海淀区
        ","金夜欢聚主题ktv","￥468","￥2680","227","否","否","否","/deal/22013162"
"214","
            海淀区
        ","尚艺墅ktv（海淀清河店）","￥198","￥508","390","是","否","是","/deal/14781345"
"215","
            海淀区
        ","正达KTV","￥169","￥409","515","是","否","否","/deal/14783903"
"216","
            海淀区
        ","佳飞录音棚","￥150","￥400","899","否","否","否","/deal/2196865"
"217","
            海淀区
        ","东方维也纳KTV","￥19.9","￥100","872","是","否","是","/deal/12078615"
"218","
            海淀区
        ","千子桐KTV","￥136","￥785","197","是","否","否","/deal/22803407"
"219","
            海淀区
        ","温莎KTV（花园桥店）","￥598","￥2952","109","否","否","否","/deal/23425263"
"220","
            海淀区
        ","世纪金柜量贩KTV","￥39","￥88","180","是","否","否","/deal/23724094"
"221","
            海淀区
        ","北外flowerktv","￥19.5","￥184","5627","否","否","是","/deal/5244124"
"222","
            海淀区
        ","舵手量贩KTV","￥338","￥460","101","是","否","是","/deal/21862867"
"223","
            海淀区
        ","金嘉丽音乐广场","￥40","￥120","623","是","否","是","/deal/9941132"
"224","
            海淀区
        ","舵手量贩KTV","￥228","￥360","73","是","否","是","/deal/21862790"
"225","
            海淀区
        ","金夜欢聚主题KTV","￥298","￥1680","207","否","否","否","/deal/18068810"
"226","
            海淀区
        ","尚艺墅ktv（海淀清河店）","￥158","￥388","198","是","否","否","/deal/14783123"
"227","
            海淀区
        ","同乐迪量贩KTV","￥238","￥660","119","否","是","否","/deal/20113200"
"228","
            海淀区
        ","江南春KTV","￥29.9","￥80","366","否","否","是","/deal/23040585"
"229","
            海淀区
        ","同乐迪量贩KTV","￥218","￥660","96","否","是","否","/deal/20112879"
"230","
            海淀区
        ","糖潮量贩式KTV（西直门店）","￥38","￥288","382","是","否","是","/deal/24249368"
"231","
            海淀区
        ","同乐迪量贩KTV","￥218","￥660","118","否","是","否","/deal/20113037"
"232","
            海淀区
        ","正达KTV","￥289","￥539","159","是","否","否","/deal/14783665"
"233","
            海淀区
        ","糖潮量贩式KTV（华润五彩城店）","￥19.9","￥298","438","否","否","是","/deal/24185093"
"234","
            海淀区
        ","同乐迪量贩KTV","￥198","￥660","132","否","是","否","/deal/20112433"
"235","
            海淀区
        ","金夜欢聚主题KTV","￥268","￥1680","42","否","否","是","/deal/23681363"
"236","
            海淀区
        ","上地e族ktv","￥188","￥320","79","是","否","否","/deal/20339613"
"237","
            海淀区
        ","友乐汇ktv","￥358","￥862","79","否","否","是","/deal/21574668"
"238","
            海淀区
        ","佳飞录音棚","￥186","￥600","53","否","否","否","/deal/23126436"
"239","
            海淀区
        ","金夜欢聚主题ktv","￥368","￥1680","114","否","否","是","/deal/19754264"
"240","
            海淀区
        ","糖潮量贩式KTV（中关村店）","￥58","￥399","32","否","否","否","/deal/24187982"
"241","
            海淀区
        ","鑫源主题式量贩KTV","￥9.9","￥188","323","否","否","是","/deal/23179481"
"242","
            海淀区
        ","美丽神话KTV","￥38","￥220","740","是","否","是","/deal/6073412"
"243","
            海淀区
        ","糖潮量贩式KTV（中关村店）","￥368","￥699","67","否","否","否","/deal/22073002"
"244","
            海淀区
        ","完美风暴娱乐会所","￥9.9","￥88","181","是","否","是","/deal/20513199"
"245","
            海淀区
        ","友乐汇ktv","￥598","￥1862","35","否","否","是","/deal/21574932"
"246","
            海淀区
        ","糖潮量贩式KTV（西直门店）","￥369","￥569","21","否","否","是","/deal/25248812"
"247","
            海淀区
        ","流金岁月音乐广场","￥30","￥170","803","是","否","是","/deal/6198980"
"248","
            海淀区
        ","完美风暴娱乐会所","￥19.9","￥188","112","是","否","是","/deal/21672591"
"249","
            海淀区
        ","爱麦量贩式KTV","￥418","￥680","18","是","否","是","/deal/22548006"
"250","
            海淀区
        ","舵手量贩KTV","￥458","￥560","22","是","否","是","/deal/21862967"
"251","
            海淀区
        ","东方维也纳KTV","￥158","￥680","32","是","否","是","/deal/12078825"
"252","
            海淀区
        ","正达KTV","￥280","￥409","25","是","否","否","/deal/20927188"
"253","
            海淀区
        ","上地e族ktv","￥288","￥460","27","是","否","否","/deal/20339680"
"254","
            海淀区
        ","金夜欢聚主题ktv","￥168","￥1680","10","否","否","是","/deal/23681352"
"255","
            海淀区
        ","凯乐尔KTV","￥28","￥52","115","是","否","是","/deal/13463626"
"256","
            海淀区
        ","山彦量贩KTV","￥89","￥468","73","否","否","否","/deal/8447133"
"257","
            海淀区
        ","上地e族ktv","￥388","￥580","10","是","否","否","/deal/20339728"
"258","
            海淀区
        ","世纪金柜量贩KTV","￥39","￥88","9","是","否","否","/deal/23854968"
"259","
            海淀区
        ","江南春KTV","￥29.9","￥80","50","否","否","是","/deal/23040186"
"260","
            海淀区
        ","佳飞录音棚","￥598","￥1980","58","否","否","否","/deal/8250462"
"261","
            海淀区
        ","正达KTV","￥388","￥820","23","是","否","否","/deal/14783796"
"262","
            海淀区
        ","东方维也纳KTV","￥268","￥800","8","是","否","否","/deal/12078882"
"263","
            海淀区
        ","美丽神话KTV","￥68","￥260","102","是","否","是","/deal/6073420"
"264","
            海淀区
        ","东方维也纳KTV","￥480","￥2900","2","是","否","否","/deal/12078937"
"265","
            海淀区
        ","佳飞录音棚","￥898","￥2980","2","否","否","是","/deal/23822169"
"266","
            海淀区
        ","金嘉丽音乐广场","￥120","￥300","4","是","否","是","/deal/14671850"
"267","
            海淀区
        ","东方维也纳KTV","￥580","￥3800","1","是","否","否","/deal/12078983"
"268","
            海淀区
        ","金嘉丽音乐广场","￥200","￥400","1","是","否","是","/deal/14670457"
"269","
            海淀区
        ","糖潮量贩式KTV（西直门店）","￥569","￥769","3","否","否","是","/deal/25248866"
"270","
            海淀区
        ","江南春KTV","￥688","￥798","1","否","否","是","/deal/23455081"
"271","
            海淀区
        ","江南春KTV","￥398","￥498","3","否","否","是","/deal/23455057"
"272","
            海淀区
        ","江南春KTV","￥298","￥398","1","否","否","是","/deal/23454993"
"273","
            海淀区
        ","江南春KTV","￥498","￥598","1","否","否","是","/deal/23455100"
"274","
            海淀区
        ","舵手量贩KTV","￥458","￥560","1","是","否","是","/deal/25755174"
"275","
            海淀区
        ","梦想之音KTV","￥58","￥428","36","否","否","是","/deal/26330144"
"276","
            海淀区
        ","同乐迪量贩KTV（公主坟店）","￥39.9","￥298","634","否","否","是","/deal/27181507"
"277","
            海淀区
        ","唱吧麦颂KTV","￥229","￥388","306","是","是","是","/deal/26692858"
"278","
            海淀区
        ","唱吧麦颂KTV","￥269","￥488","536","是","是","是","/deal/26693222"
